comparison,protofilament_count,coherent_dimers,coherence_fraction,separation_m,eg_model,eg_j,tau_s,decoherence_estimate,decoherence_s,or_favorable,margin_log10,geometry_source_ids,decoherence_source_ids,note
geometry_vs_decoherence,2,13,0.100000,1.000000e-08,gaussian,9.303089e-45,1.133572e+10,hagan_actin_gel_extension,3.162278e-02,no,-11.554449,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,13,0.100000,1.000000e-08,gaussian,9.303089e-45,1.133572e+10,ion_collision_damping_proxy,1.000000e-13,no,-23.054449,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,13,0.100000,1.000000e-08,gaussian,9.303089e-45,1.133572e+10,water_map_protection_proxy,3.162278e-03,no,-12.554449,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,130,1.000000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,tegmark_microtubule_critical,3.162278e-17,no,-23.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,130,1.000000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,hagan_corrected_orch_or,3.162278e-05,no,-11.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,130,1.000000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,hagan_actin_gel_extension,3.162278e-02,no,-8.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,130,1.000000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,ion_collision_damping_proxy,1.000000e-13,no,-20.205061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,130,1.000000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,water_map_protection_proxy,3.162278e-03,no,-9.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,130,1.000000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,tegmark_microtubule_critical,3.162278e-17,no,-22.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,130,1.000000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,hagan_corrected_orch_or,3.162278e-05,no,-10.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,130,1.000000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,hagan_actin_gel_extension,3.162278e-02,no,-7.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,130,1.000000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,ion_collision_damping_proxy,1.000000e-13,no,-19.178745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,130,1.000000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,water_map_protection_proxy,3.162278e-03,no,-8.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,130,0.500000,1.000000e-09,gaussian,1.644202e-42,6.413883e+07,tegmark_microtubule_critical,3.162278e-17,no,-24.307121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,130,0.500000,1.000000e-09,gaussian,1.644202e-42,6.413883e+07,hagan_corrected_orch_or,3.162278e-05,no,-12.307121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,130,0.500000,1.000000e-09,gaussian,1.644202e-42,6.413883e+07,hagan_actin_gel_extension,3.162278e-02,no,-9.307121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,130,0.500000,1.000000e-09,gaussian,1.644202e-42,6.413883e+07,ion_collision_damping_proxy,1.000000e-13,no,-20.807121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,130,0.500000,1.000000e-09,gaussian,1.644202e-42,6.413883e+07,water_map_protection_proxy,3.162278e-03,no,-10.307121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,130,0.500000,1.000000e-08,gaussian,1.746913e-41,6.036772e+06,tegmark_microtubule_critical,3.162278e-17,no,-23.280805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,130,0.500000,1.000000e-08,gaussian,1.746913e-41,6.036772e+06,hagan_corrected_orch_or,3.162278e-05,no,-11.280805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,130,0.500000,1.000000e-08,gaussian,1.746913e-41,6.036772e+06,hagan_actin_gel_extension,3.162278e-02,no,-8.280805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,130,0.500000,1.000000e-08,gaussian,1.746913e-41,6.036772e+06,ion_collision_damping_proxy,1.000000e-13,no,-19.780805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,130,0.500000,1.000000e-08,gaussian,1.746913e-41,6.036772e+06,water_map_protection_proxy,3.162278e-03,no,-9.280805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,130,0.100000,1.000000e-09,gaussian,6.576807e-44,1.603471e+09,tegmark_microtubule_critical,3.162278e-17,no,-25.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,130,0.100000,1.000000e-09,gaussian,6.576807e-44,1.603471e+09,hagan_corrected_orch_or,3.162278e-05,no,-13.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,130,0.100000,1.000000e-09,gaussian,6.576807e-44,1.603471e+09,hagan_actin_gel_extension,3.162278e-02,no,-10.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,130,0.100000,1.000000e-09,gaussian,6.576807e-44,1.603471e+09,ion_collision_damping_proxy,1.000000e-13,no,-22.205061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,130,0.100000,1.000000e-09,gaussian,6.576807e-44,1.603471e+09,water_map_protection_proxy,3.162278e-03,no,-11.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,130,0.100000,1.000000e-08,gaussian,6.987654e-43,1.509193e+08,tegmark_microtubule_critical,3.162278e-17,no,-24.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,130,0.100000,1.000000e-08,gaussian,6.987654e-43,1.509193e+08,hagan_corrected_orch_or,3.162278e-05,no,-12.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,130,0.100000,1.000000e-08,gaussian,6.987654e-43,1.509193e+08,hagan_actin_gel_extension,3.162278e-02,no,-9.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,130,0.100000,1.000000e-08,gaussian,6.987654e-43,1.509193e+08,ion_collision_damping_proxy,1.000000e-13,no,-21.178745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,130,0.100000,1.000000e-08,gaussian,6.987654e-43,1.509193e+08,water_map_protection_proxy,3.162278e-03,no,-10.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-09,gaussian,6.576807e-40,1.603471e+05,tegmark_microtubule_critical,3.162278e-17,no,-21.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-09,gaussian,6.576807e-40,1.603471e+05,hagan_corrected_orch_or,3.162278e-05,no,-9.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-09,gaussian,6.576807e-40,1.603471e+05,hagan_actin_gel_extension,3.162278e-02,no,-6.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-09,gaussian,6.576807e-40,1.603471e+05,ion_collision_damping_proxy,1.000000e-13,no,-18.205061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-09,gaussian,6.576807e-40,1.603471e+05,water_map_protection_proxy,3.162278e-03,no,-7.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-08,gaussian,6.987654e-39,1.509193e+04,tegmark_microtubule_critical,3.162278e-17,no,-20.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-08,gaussian,6.987654e-39,1.509193e+04,hagan_corrected_orch_or,3.162278e-05,no,-8.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-08,gaussian,6.987654e-39,1.509193e+04,hagan_actin_gel_extension,3.162278e-02,no,-5.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-08,gaussian,6.987654e-39,1.509193e+04,ion_collision_damping_proxy,1.000000e-13,no,-17.178745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,1.000000,1.000000e-08,gaussian,6.987654e-39,1.509193e+04,water_map_protection_proxy,3.162278e-03,no,-6.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-09,gaussian,1.644202e-40,6.413883e+05,tegmark_microtubule_critical,3.162278e-17,no,-22.307121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-09,gaussian,1.644202e-40,6.413883e+05,hagan_corrected_orch_or,3.162278e-05,no,-10.307121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-09,gaussian,1.644202e-40,6.413883e+05,hagan_actin_gel_extension,3.162278e-02,no,-7.307121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-09,gaussian,1.644202e-40,6.413883e+05,ion_collision_damping_proxy,1.000000e-13,no,-18.807121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-09,gaussian,1.644202e-40,6.413883e+05,water_map_protection_proxy,3.162278e-03,no,-8.307121,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-08,gaussian,1.746913e-39,6.036772e+04,tegmark_microtubule_critical,3.162278e-17,no,-21.280805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-08,gaussian,1.746913e-39,6.036772e+04,hagan_corrected_orch_or,3.162278e-05,no,-9.280805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-08,gaussian,1.746913e-39,6.036772e+04,hagan_actin_gel_extension,3.162278e-02,no,-6.280805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-08,gaussian,1.746913e-39,6.036772e+04,ion_collision_damping_proxy,1.000000e-13,no,-17.780805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,0.500000,1.000000e-08,gaussian,1.746913e-39,6.036772e+04,water_map_protection_proxy,3.162278e-03,no,-7.280805,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,tegmark_microtubule_critical,3.162278e-17,no,-23.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,hagan_corrected_orch_or,3.162278e-05,no,-11.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,hagan_actin_gel_extension,3.162278e-02,no,-8.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,ion_collision_damping_proxy,1.000000e-13,no,-20.205061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-09,gaussian,6.576807e-42,1.603471e+07,water_map_protection_proxy,3.162278e-03,no,-9.705061,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,tegmark_microtubule_critical,3.162278e-17,no,-22.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,hagan_corrected_orch_or,3.162278e-05,no,-10.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,hagan_actin_gel_extension,3.162278e-02,no,-7.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,ion_collision_damping_proxy,1.000000e-13,no,-19.178745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,1300,0.100000,1.000000e-08,gaussian,6.987654e-41,1.509193e+06,water_map_protection_proxy,3.162278e-03,no,-8.678745,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-09,gaussian,3.891602e-38,2.709866e+03,tegmark_microtubule_critical,3.162278e-17,no,-19.932948,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-09,gaussian,3.891602e-38,2.709866e+03,hagan_corrected_orch_or,3.162278e-05,no,-7.932948,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-09,gaussian,3.891602e-38,2.709866e+03,hagan_actin_gel_extension,3.162278e-02,no,-4.932948,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-09,gaussian,3.891602e-38,2.709866e+03,ion_collision_damping_proxy,1.000000e-13,no,-16.432948,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-09,gaussian,3.891602e-38,2.709866e+03,water_map_protection_proxy,3.162278e-03,no,-5.932948,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-08,gaussian,4.134706e-37,2.550536e+02,tegmark_microtubule_critical,3.162278e-17,no,-18.906631,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-08,gaussian,4.134706e-37,2.550536e+02,hagan_corrected_orch_or,3.162278e-05,no,-6.906631,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Hagan/Hameroff/Tuszynski corrected estimate range.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-08,gaussian,4.134706e-37,2.550536e+02,hagan_actin_gel_extension,3.162278e-02,no,-3.906631,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,hagan_2000_decoherence_reply,Additional actin-gel enhancement range asserted by Hagan/Hameroff/Tuszynski.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-08,gaussian,4.134706e-37,2.550536e+02,ion_collision_damping_proxy,1.000000e-13,no,-15.406631,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ion-collision or solvent-scattering damping; bounded sensitivity row only.
geometry_vs_decoherence,2,10000,1.000000,1.000000e-08,gaussian,4.134706e-37,2.550536e+02,water_map_protection_proxy,3.162278e-03,no,-4.906631,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,microtubule_energy_transport_kalra_2022,Proxy for ordered-water or MAP-protected coherence; bounded sensitivity row only.
geometry_vs_decoherence,2,10000,0.500000,1.000000e-09,gaussian,9.729005e-39,1.083946e+04,tegmark_microtubule_critical,3.162278e-17,no,-20.535008,diosi_2021_collapse_rate;microtubule_structure_nogales_1998;microtubule_lattice_nogales_1999;tubulin_atomic_lowe_2001,tegmark_2000_decoherence,Tegmark's critical brain/microtubule decoherence range.
